Word ID: 5695, Count: 1
Word ID: 5696, Count: 1
Word ID: 5697, Count: 1
Word ID: 5720, Count: 1
Word ID: 5723, Count: 2
Word ID: 5737, Count: 1
Word ID: 5742, Count: 1
Word ID: 5749, Count: 2
Word ID: 5754, Count: 1
Word ID: 5759, Count: 2
Word ID: 5760, Count: 1
Word ID: 5775, Count: 2
Word ID: 5791, Count: 1
Word ID: 5805, Count: 1
Word ID: 5829, Count: 1
Word ID: 5836, Count: 1
Word ID: 5855, Count: 3
Word ID: 5872, Count: 1
Word ID: 5885, Count: 5
Word ID: 5893, Count: 1
Word ID: 5916, Count: 2
Word ID: 5923, Count: 1
Word ID: 5942, Count: 1
Word ID: 5943, Count: 1
Word ID: 5955, Count: 1
Word ID: 5965, Count: 3
Word ID: 6011, Count: 1
Word ID: 6034, Count: 4
Word ID: 6035, Count: 1
Word ID: 6055, Count: 11
Word ID: 6077, Count: 4
Word ID: 6080, Count: 2
Word ID: 6093, Count: 1
Word ID: 6098, Count: 2
Word ID: 6112, Count: 3
Word ID: 6127, Count: 2
Word ID: 6132, Count: 1
Word ID: 6173, Count: 1
Word ID: 6186, Count: 2
Word ID: 6207, Count: 1
Word ID: 6212, Count: 1
Word ID: 6215, Count: 1
Word ID: 6218, Count: 2
Word ID: 6219, Count: 1
Word ID: 6221, Count: 3
Word ID: 6223, Count: 1
Word ID: 6227, Count: 2
Word ID: 6255, Count: 3
Word ID: 6267, Count: 4
Word ID: 6268, Count: 33
Word ID: 6284, Count: 1
Word ID: 6292, Count: 1
Word ID: 6293, Count: 1
Word ID: 6309, Count: 1
Word ID: 6311, Count: 1
Word ID: 6324, Count: 1
Word ID: 6343, Count: 44
Word ID: 6364, Count: 24
Word ID: 6371, Count: 1
Word ID: 6372, Count: 1
Word ID: 6375, Count: 1
Word ID: 6384, Count: 1
Word ID: 6391, Count: 1
Word ID: 6392, Count: 8
Word ID: 6420, Count: 2
Word ID: 6428, Count: 3
Word ID: 6468, Count: 1
Word ID: 6482, Count: 1
Word ID: 6496, Count: 1
Word ID: 6500, Count: 6
Word ID: 6509, Count: 1
Word ID: 6530, Count: 2
Word ID: 6554, Count: 1
Word ID: 6585, Count: 3
Word ID: 6591, Count: 1
Word ID: 6598, Count: 5
Word ID: 6618, Count: 2
Word ID: 6620, Count: 1
Word ID: 6629, Count: 1
Word ID: 6649, Count: 8
Word ID: 6652, Count: 2
Word ID: 6665, Count: 2
Word ID: 6673, Count: 1
Word ID: 6677, Count: 1
Word ID: 6708, Count: 1
Word ID: 6710, Count: 8
Word ID: 6711, Count: 4
Word ID: 6736, Count: 1
Word ID: 6750, Count: 1
Word ID: 6752, Count: 2
Word ID: 6753, Count: 1
Word ID: 6762, Count: 8
Word ID: 6770, Count: 1
Word ID: 6773, Count: 1
Word ID: 6782, Count: 1
Word ID: 6784, Count: 1
Word ID: 6795, Count: 1
Word ID: 6809, Count: 1
Word ID: 6813, Count: 1
Word ID: 6822, Count: 1
Word ID: 6848, Count: 1
Word ID: 6873, Count: 1
Word ID: 6889, Count: 1
Word ID: 6894, Count: 1
Word ID: 6907, Count: 4
Word ID: 6909, Count: 21
Word ID: 6920, Count: 2
Word ID: 6923, Count: 5
Word ID: 6946, Count: 1
Word ID: 6947, Count: 1
Word ID: 6958, Count: 1
Word ID: 6959, Count: 2
Word ID: 6961, Count: 26
Word ID: 6965, Count: 2
Word ID: 6983, Count: 2
Word ID: 6985, Count: 4
Word ID: 7005, Count: 1
Word ID: 7016, Count: 1
Word ID: 7029, Count: 10
Word ID: 7044, Count: 1
Word ID: 7046, Count: 1
Word ID: 7050, Count: 1
Word ID: 7052, Count: 1
Word ID: 7087, Count: 1
Word ID: 7092, Count: 3
Word ID: 7101, Count: 2
Word ID: 7122, Count: 1
Word ID: 7148, Count: 1
Word ID: 7155, Count: 2
Word ID: 7157, Count: 2
Word ID: 7180, Count: 1
Word ID: 7222, Count: 10
Word ID: 7283, Count: 66
Word ID: 7286, Count: 1
Word ID: 7294, Count: 1
Word ID: 7330, Count: 17
Word ID: 7359, Count: 1
Word ID: 7378, Count: 3
Word ID: 7414, Count: 1
Word ID: 7417, Count: 3
Word ID: 7431, Count: 1
Word ID: 7440, Count: 1
Word ID: 7462, Count: 6
Word ID: 7465, Count: 1
Word ID: 7469, Count: 1
Word ID: 7473, Count: 1
Word ID: 7474, Count: 45
Word ID: 7479, Count: 2
Word ID: 7482, Count: 2
Word ID: 7484, Count: 1
Word ID: 7493, Count: 1
Word ID: 7495, Count: 1
Word ID: 7505, Count: 2
Word ID: 7507, Count: 2
Word ID: 7540, Count: 1
Word ID: 7548, Count: 1
Word ID: 7572, Count: 2
Word ID: 7574, Count: 1
Word ID: 7601, Count: 1
Word ID: 7604, Count: 1
Word ID: 7605, Count: 3
Word ID: 7606, Count: 1
Word ID: 7617, Count: 1
Word ID: 7621, Count: 1
Word ID: 7627, Count: 26
Word ID: 7641, Count: 1
Word ID: 7663, Count: 2
Word ID: 7667, Count: 1
Word ID: 7681, Count: 2
Word ID: 7684, Count: 1
Word ID: 7702, Count: 1
Word ID: 7709, Count: 1
Word ID: 7714, Count: 1
Word ID: 7728, Count: 1
Word ID: 7737, Count: 3
Word ID: 7750, Count: 2
Word ID: 7751, Count: 1
Word ID: 7752, Count: 1
Word ID: 7759, Count: 1
Word ID: 7770, Count: 2
Word ID: 7772, Count: 2
Word ID: 7792, Count: 2
Word ID: 7797, Count: 10
Word ID: 7812, Count: 1
Word ID: 7839, Count: 2
Word ID: 7841, Count: 1
Word ID: 7847, Count: 1
Word ID: 7860, Count: 1
Word ID: 7892, Count: 2
Word ID: 7899, Count: 2
Word ID: 7901, Count: 1
Word ID: 7911, Count: 1
Word ID: 7919, Count: 58
Word ID: 7923, Count: 1
Word ID: 7948, Count: 1
Word ID: 7951, Count: 3
Word ID: 7954, Count: 1
Word ID: 7962, Count: 1
Word ID: 7965, Count: 1
Word ID: 7968, Count: 1
Word ID: 7974, Count: 1
Word ID: 7976, Count: 1
Word ID: 7982, Count: 1
Word ID: 7986, Count: 1
Word ID: 7998, Count: 1
Word ID: 7999, Count: 1
Word ID: 8029, Count: 1
Word ID: 8037, Count: 1
Word ID: 8044, Count: 1
Word ID: 8063, Count: 1
Word ID: 8065, Count: 1
Word ID: 8070, Count: 1
Word ID: 8077, Count: 4
Word ID: 8079, Count: 1
Word ID: 8090, Count: 1
Word ID: 8122, Count: 3
Word ID: 8132, Count: 3
Word ID: 8136, Count: 1
Word ID: 8143, Count: 6
Word ID: 8155, Count: 1
Word ID: 8223, Count: 31
Word ID: 8248, Count: 2
Word ID: 8265, Count: 2
Word ID: 8275, Count: 1
Word ID: 8279, Count: 2
Word ID: 8287, Count: 3
Word ID: 8297, Count: 1
Word ID: 8300, Count: 1
Word ID: 8302, Count: 1
Word ID: 8311, Count: 1
Word ID: 8313, Count: 1
Word ID: 8314, Count: 1
Word ID: 8316, Count: 4
Word ID: 8333, Count: 1
Word ID: 8350, Count: 1
Word ID: 8351, Count: 1
Word ID: 8354, Count: 1
Word ID: 8356, Count: 1
Word ID: 8359, Count: 1
Word ID: 8381, Count: 6
Word ID: 8392, Count: 1
Word ID: 8408, Count: 1
Word ID: 8410, Count: 1
Word ID: 8414, Count: 1
Word ID: 8415, Count: 2
Word ID: 8425, Count: 2
Word ID: 8436, Count: 2
Word ID: 8443, Count: 1
Word ID: 8452, Count: 1
Word ID: 8463, Count: 1
Word ID: 8472, Count: 1
Word ID: 8480, Count: 1
Word ID: 8484, Count: 8
Word ID: 8499, Count: 1
Word ID: 8512, Count: 1
Word ID: 8514, Count: 1
Word ID: 8516, Count: 1
Word ID: 8543, Count: 1
Word ID: 8553, Count: 1
Word ID: 8561, Count: 1
Word ID: 8562, Count: 54
Word ID: 8567, Count: 1
Word ID: 8574, Count: 1
Word ID: 8582, Count: 1
Word ID: 8584, Count: 1
Word ID: 8586, Count: 32
Word ID: 8592, Count: 2
Word ID: 8595, Count: 1
Word ID: 8602, Count: 1
Word ID: 8614, Count: 1
Word ID: 8626, Count: 1
Word ID: 8632, Count: 1
Word ID: 8635, Count: 1
Word ID: 8639, Count: 1
Word ID: 8643, Count: 1
Word ID: 8670, Count: 1
Word ID: 8673, Count: 7
Word ID: 8681, Count: 1
Word ID: 8697, Count: 1
Word ID: 8709, Count: 1
Word ID: 8719, Count: 1
Word ID: 8729, Count: 26
Word ID: 8735, Count: 1
Word ID: 8753, Count: 1
Word ID: 8758, Count: 1
Word ID: 8785, Count: 1
Word ID: 8794, Count: 5
Word ID: 8819, Count: 1
Word ID: 8822, Count: 1
Word ID: 8826, Count: 2
Word ID: 8827, Count: 1
Word ID: 8833, Count: 1
Word ID: 8851, Count: 1
Word ID: 8852, Count: 1
Word ID: 8859, Count: 1
Word ID: 8870, Count: 4
Word ID: 8875, Count: 1
Word ID: 8878, Count: 1
Word ID: 8880, Count: 2
Word ID: 8882, Count: 1
Word ID: 8904, Count: 1
Word ID: 8916, Count: 1
Word ID: 8945, Count: 1
Word ID: 8957, Count: 3
Word ID: 8966, Count: 1
Word ID: 8988, Count: 2
Word ID: 8998, Count: 1
Word ID: 9034, Count: 1
Word ID: 9037, Count: 1
Word ID: 9039, Count: 1
Word ID: 9042, Count: 1
Word ID: 9060, Count: 5
Word ID: 9068, Count: 2
Word ID: 9071, Count: 2
Word ID: 9074, Count: 1
Word ID: 9078, Count: 1
Word ID: 9086, Count: 1
Word ID: 9100, Count: 1
Word ID: 9107, Count: 3
Word ID: 9116, Count: 1
Word ID: 9132, Count: 2
Word ID: 9143, Count: 2
Word ID: 9153, Count: 2
Word ID: 9170, Count: 1
Word ID: 9175, Count: 1
Word ID: 9180, Count: 1
Word ID: 9196, Count: 1
Word ID: 9198, Count: 1
Word ID: 9209, Count: 1
Word ID: 9216, Count: 1
Word ID: 9229, Count: 3
Word ID: 9231, Count: 47
Word ID: 9250, Count: 1
Word ID: 9282, Count: 1
Word ID: 9304, Count: 1
Word ID: 9317, Count: 2
Word ID: 9320, Count: 1
Word ID: 9325, Count: 2
Word ID: 9354, Count: 1
Word ID: 9355, Count: 2
Word ID: 9358, Count: 1
Word ID: 9360, Count: 1
Word ID: 9362, Count: 1
Word ID: 9363, Count: 1
Word ID: 9378, Count: 1
Word ID: 9398, Count: 1
Word ID: 9402, Count: 3
Word ID: 9407, Count: 1
Word ID: 9414, Count: 12
Word ID: 9441, Count: 1
Word ID: 9483, Count: 1
Word ID: 9501, Count: 16
Word ID: 9502, Count: 2
Word ID: 9515, Count: 1
Word ID: 9536, Count: 1
Word ID: 9540, Count: 1
Word ID: 9549, Count: 76
Word ID: 9563, Count: 3
Word ID: 9576, Count: 1
Word ID: 9585, Count: 8
Word ID: 9587, Count: 2
Word ID: 9594, Count: 6
Word ID: 9619, Count: 5
Word ID: 9632, Count: 1
